公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京羿娲科技有限公司,羿娲科技,15-50人,天使轮,海淀区,视觉算法工程师,1-3年,硕士,30k-60k,"五险一金,试用期全薪,股权激励"
青岛泰鼎管理咨询有限公司,泰鼎咨询,15-50人,未融资,东城区,推荐算法工程师,3-5年,硕士,25K-50K,人工智能、创新型企业、发展空间大
武汉悦耳动听文化传媒有限公司,程一电台,少于15人,天使轮,朝阳区,算法工程师（语义分析方向）,3-5年,硕士,25k-40k,"周末双休,独角兽"
阿呆科技（北京）有限公司,阿呆科技,15-50人,天使轮,朝阳区,算法科学家,3-5年,硕士,30k-60k,"激励性薪酬,六险一金,股权激励,绩效激励"
北京未动科技有限公司,未动科技,15-50人,A轮,朝阳区,图像算法工程师,3-5年,硕士,30k-50k,"股票期权,人工智能,领导好,前景行业"
开易（北京）科技有限公司,开易科技,15-50人,A轮,,图像算法工程师,3-5年,硕士,30k-60k,五险一金，双休，13薪，年终奖，年终期权
北京凤凰理理它信息技术有限公司,凤凰金融,500-2000人,A轮,朝阳区,高级推荐算法工程师,3-5年,硕士,30k-50k,"周末双休,大牛巨多,带薪年假,七险一金"
北京右划网络科技有限公司,右划,50-150人,A轮,朝阳区,图像 /视频的智能算法工程师,3-5年,硕士,40k-70k,"扁平化管理,五险一金,两餐供应,帅哥美女"
北京中云智车科技有限公司,中云智车/ZIVT,15-50人,天使轮,海淀区,无人驾驶算法工程师,3-5年,硕士,30k-60k,五险一金
北京声智科技有限公司,声智科技,50-150人,A轮,海淀区,语音识别算法工程师,1-3年,硕士,25k-50k,"人工智能,股票期权,五险一金,交通补助"
北京万合御风投资管理有限公司,北京万合御风投资管理有限公司,150-500人,未融资,朝阳区,推荐算法资深工程师／专家,应届毕业生,硕士,25k-50k,"有股票,地点在望京"
北京声智科技有限公司,声智科技,50-150人,A轮,海淀区,语音识别算法工程师,不限,硕士,25k-50k,"人工智能,语音赛道,团队大牛,福利多多"
深圳佑驾创新科技有限公司,MINIEYE,50-150人,A轮,海淀区,视觉算法科学家,不限,博士,30k-60k,"无人驾驶,计算机视觉,海归团队,扁平化管理"
北京声智科技有限公司,声智科技,50-150人,A轮,海淀区,语音识别算法工程师,1-3年,硕士,25k-50k,"人工智能,股票期权,带薪出游,团队氛围"
北京东方畅享科技有限公司,mioto喵图,15-50人,A轮,海淀区,高级图像算法工程师（部门主管）,不限,博士,40K-50K,项目独特有趣，萌系技术宅团体，0压力工作
上海淇毓信息科技有限公司,奇虎360金融,500-2000人,未融资,朝阳区,NLP算法工程师,3-5年,硕士,30k-50k,"团队业绩突,成长空间大,团队大牛多"
开易（北京）科技有限公司,开易科技,15-50人,A轮,朝阳区,计算机视觉算法工程师,3-5年,硕士,25k-50k,"五险一金,双休,13薪,年终奖"
北京仁信智清科技有限公司,智清金科,50-150人,A轮,海淀区,NLP算法工程师,1-3年,硕士,25k-50k,"领导好,待遇佳,发展空间"
上海摩象网络科技有限公司,上海摩象网络科技有限公司,50-150人,A轮,海淀区,高级图像算法工程师（手机移动端）,1-3年,硕士,30k-60k,"提升空间大,领导好,能力提升,员工旅游"
上海淇毓信息科技有限公司,奇虎360金融,500-2000人,未融资,朝阳区,NLP算法工程师,3-5年,硕士,30k-50k,"团队业绩突,CEO规划,团队大牛多"
上海摩象网络科技有限公司,上海摩象网络科技有限公司,50-150人,A轮,海淀区,高级图像算法工程师（手机移动端）,1-3年,硕士,30k-60k,"氛围好,晋升空间大,能力提升,员工旅游"
甘肃西北印象商贸有限公司,西北印象,15-50人,未融资,东城区,图像算法专家,3-5年,硕士,40k-70k,"薪资丰厚,有股权,团队好"
上海摩象网络科技有限公司,上海摩象网络科技有限公司,50-150人,A轮,海淀区,高级图像算法（降噪）,不限,硕士,25k-50k,"薪资高,环境好,氛围好"
青岛泰鼎管理咨询有限公司,泰鼎咨询,15-50人,未融资,东城区,图像视觉算法工程师,3-5年,硕士,25K-50K,人工智能、创新型企业、发展空间大
北京知藏云道科技有限公司,知藏,50-150人,A轮,朝阳区,C++算法工程师,3-5年,硕士,25k-35k,"七险一金,带薪年假,技术大牛,发展平台"
北京盛泰华夏科技有限公司,美宅,50-150人,A轮,海淀区,资深机器学习算法研究员,1-3年,硕士,35k-55k,"员工持股,行业前景好,人工智能,新零售"
北京小马智行科技有限公司,PonyAI 小马智行,50-150人,A轮,海淀区,自动驾驶算法研究员 (MJ000136),1-3年,硕士,25k-50k,"弹性工作,扁平管理,大牛队友,完善福利"
北京知藏云道科技有限公司,知藏,50-150人,A轮,朝阳区,Python运筹优化算法工程师,3-5年,硕士,25k-35k,"七险一金,带薪年假,技术创新,发展平台"
中科物栖（北京）科技有限责任公司,中科物栖,50-150人,A轮,海淀区,计算机视觉/深度学习算法工程师,3-5年,硕士,25k-40k,"算法,深度学习,机器学习,AI"
中科博宏（北京）科技有限公司,中科博宏,50-150人,未融资,朝阳区,人脸识别算法工程师,3-5年,硕士,30k-60k,"中科院孵化,职业规划,科研奖励"
北京自回归信息科技有限公司,见微数据,15-50人,天使轮,朝阳区,图像识别算法工程师,1-3年,硕士,30K-60K,"弹性上班,美女多多,无限量零食,晋升空间"
北京卓视智通科技有限责任公司,卓视智通,15-50人,未融资,昌平区,机器学习 深度学习 算法工程师,1-3年,博士,35k-40k,"前景好,扁平管理"
北京主线科技有限公司,主线科技,15-50人,天使轮,海淀区,视觉感知算法工程师,不限,硕士,25k-50k,"核心岗位,竞争力薪酬,行业前景好"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,语音信号处理算法高级工程师,5-10年,硕士,30k-60k,"发展前景好,高薪"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,机器视觉与机械臂算法高级工程师,3-5年,硕士,25k-50k,"牛人密布,高薪"
灵动科技（北京）有限公司,灵动科技,50-150人,A轮,海淀区,计算机视觉高级算法工程师/科学家,不限,硕士,25k-50k,"风口行业,大神坐镇,技术落地,商业化"
深思考人工智能机器人科技（北京）有限公司,深思考人工智能机器人,50-150人,A轮,海淀区,高级自然语言处理算法工程师,3-5年,硕士,25k-50k,"纯AI公司,发展平台,公司重点,丰厚奖金"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,激光SLAM算法工程师,3-5年,硕士,25k-50k,"发展前景好,高薪"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,SLAM算法高级工程师,5-10年,硕士,25k-35k,"发展前景好,高薪"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,计算机视觉算法专家,5-10年,硕士,40k-70k,"牛人密布,高薪"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,计算机视觉算法高级研究员,3-5年,硕士,30k-60k,"发展前景好,高薪"
诺远资产管理有限公司,诺远资产,2000人以上,C轮,朝阳区,算法工程师,3-5年,硕士,18k-35k,"扁平管理,工作环境轻,提升空间大,大牛领导"
北京云知声信息技术有限公司,云知声,150-500人,C轮,朝阳区,AI算法工程师J10079,不限,硕士,20k-35k,"六险一金,年终多薪,人工智能,技术大牛"
人人行科技有限公司,人人行(借贷宝),2000人以上,C轮,朝阳区,算法工程师,3-5年,硕士,15k-30k,"扁平化,平台大,行业独角兽,氛围好"
北京墨迹风云科技股份有限公司,墨迹天气,150-500人,C轮,朝阳区,算法工程师,1-3年,硕士,25k-40k,"5亿用户,环境优美,六险一金"
北京云知声信息技术有限公司,云知声,150-500人,C轮,朝阳区,AI算法工程师(J10146),不限,硕士,20k-30k,"六险一金,年终多薪,人工智能,技术大牛"
团博百众（北京）科技有限公司,折800,500-2000人,C轮,朝阳区,中高级算法工程师,1-3年,硕士,18k-30k,"扁平化,提升空间大,福利待遇好,近地铁"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,3D引擎和算法工程师,3-5年,硕士,25k-50k,六险一金，弹性工作，免费三餐，租房补贴，
玖富金科控股集团有限责任公司,玖富集团,2000人以上,C轮,朝阳区,算法工程师,不限,硕士,20k-40k,群英聚集
普强信息技术（北京）有限公司,普强信息,150-500人,C轮,海淀区,语音算法工程师,不限,硕士,15k-30k,"大牛多,年底双薪,期权,免费班车"
北京图森智途科技有限公司,图森未来,150-500人,C轮,朝阳区,高级路径规划与决策算法工程师,不限,硕士,35k-60k,"无人驾驶,顶会大牛,论文支持,赴美机会"
银客未来科技（北京）有限公司,INK 银客集团,500-2000人,C轮,海淀区,资深模型算法工程师,3-5年,硕士,30k-60k,"七险一金,绩效奖金,高速成长,牛人团队"
北京雪球信息科技有限公司,雪球,150-500人,C轮,朝阳区,NLP算法工程师/算法专家,3-5年,硕士,25k-40k,"六险一金,免费午餐,扁平管理,成长空间大"
北京酷云互动科技有限公司,酷云互动,150-500人,C轮,东城区,图像算法工程师,3-5年,硕士,17k-30k,"弹性工作,领导好,福利健全,美女多"
普强信息技术（北京）有限公司,普强信息,150-500人,C轮,海淀区,语音识别算法工程师,不限,硕士,15k-30k,"大牛多,年底双薪,期权,免费班车"
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,高级推荐算法工程师,3-5年,硕士,35k-55k,"福利完善,一线牛人,扁平化,话语权"
智车优行科技（北京）有限公司,奇点汽车,150-500人,C轮,朝阳区,SLAM算法工程师,1-3年,硕士,15k-30k,自动驾驶 ADAS 人工智能
北京云知声信息技术有限公司,云知声,150-500人,C轮,朝阳区,语音合成算法研究员(J10141),5-10年,硕士,30k-45k,"人工智能,年终多薪"
北京智齿博创科技有限公司,智齿科技,150-500人,C轮,海淀区,ASR语音识别算法工程师,3-5年,硕士,40k-60k,"全额五险一,带薪休假,弹性工作制"
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,高级推荐算法工程师,3-5年,硕士,35k-55k,"大牛多,福利好"
北京盒子鱼教育科技有限公司,盒子鱼英语,150-500人,C轮,海淀区,图像处理算法开发工程师,1-3年,硕士,20k-30k,"美女如云,智能办公,机会多多,弹性工作"
北京中科虹霸科技有限公司,中科虹霸,50-150人,C轮,海淀区,图像处理算法工程师,1-3年,硕士,15k-30k,弹性上下班 领导好 五险一金
悠易互通（北京）广告有限公司,悠易,150-500人,C轮,朝阳区,算法工程师 广告算法 反作弊 人群画像,1-3年,硕士,20k-35k,"行业领先,技术大牛,海外年会,六险一金"
鼎力联合（北京）科技有限公司,赛格威机器人,50-150人,C轮,海淀区,机器人算法研发工程师,1-3年,硕士,25k-50k,"技术驱动,工程师文化,业界牛人,快速成长"
北京作业盒子科技有限公司,作业盒子,500-2000人,C轮,朝阳区,OCR算法,不限,硕士,25k-50k,"大平台,福利优厚,广阔前景,团建"
北京雪球信息科技有限公司,雪球,150-500人,C轮,朝阳区,雪球推荐算法专家/资深工程师,3-5年,硕士,25k-40k,"智能推荐,信息解读,投资决策"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,UG-Tech-高级算法工程师-国际化,1-3年,硕士,25k-50k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理
北京九州云动科技有限公司,省钱快报,50-150人,C轮,东城区,搜索算法,3-5年,硕士,30k-50k,"每日三餐,百万日活,弹性工作"
北京盒子鱼教育科技有限公司,盒子鱼英语,150-500人,C轮,海淀区,图像处理算法开发,1-3年,硕士,20k-30k,"股票期权,带薪年假,地铁周边,美女如云"
北京闪送科技有限公司,闪送,150-500人,C轮,海淀区,AI算法架构师,10年以上,硕士,35k-50k,"发展空间,福利优厚,带薪年假,团队旅游"
零氪信息技术（北京）有限公司,LinkDoc,150-500人,C轮,海淀区,图像算法实习生,不限,硕士,20k-35k,"成长快,氛围好,零食水果,不打卡"
北京墨迹风云科技股份有限公司,墨迹天气,150-500人,C轮,朝阳区,高级算法工程师（图像方向）,1-3年,硕士,30k-50k,"拟上市,用户量极大,弹性工作,免费午餐"
北京云知声信息技术有限公司,云知声,150-500人,C轮,朝阳区,.语音识别算法研究员 - 唤醒,应届毕业生,硕士,15k-30k,"技术大牛,福利好,环境好"
智车优行科技（北京）有限公司,奇点汽车,150-500人,C轮,朝阳区,深度学习资深算法工程师,1-3年,硕士,15k-30k,自动驾驶 人工智能
北京云知声信息技术有限公司,云知声,150-500人,C轮,朝阳区,医疗图像算法研究员,应届毕业生,硕士,15k-30k,"技术大牛,福利好,环境好"
零氪信息技术（北京）有限公司,LinkDoc,150-500人,C轮,海淀区,深度学习算法工程师,不限,硕士,20k-35k,"前沿领域,技术大牛,零食水果,15薪"
北京腾云天下科技有限公司,TalkingData,500-2000人,C轮,,机器学习/深度学习算法工程师,不限,硕士,20k-40k,大数据平台，挑战前沿问题，国际交流机会
鼎力联合（北京）科技有限公司,赛格威机器人,50-150人,C轮,海淀区,机器人SLAM算法工程师,3-5年,硕士,25k-50k,"技术导向,工程师文化,业界牛人,快速成长"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,NLP算法工程师,3-5年,硕士,28k-45k,六险一金，弹性工作，免费三餐，租房补贴，扁平管理，过亿用户，职业大牛，晋升空间，团队氛围好
北京盒子鱼教育科技有限公司,盒子鱼英语,150-500人,C轮,海淀区,NLP算法开发工程师,1-3年,硕士,15k-30k,"美女如云,智能办公,弹性工作,机会多多"
北京麒麟合盛科技有限公司,APUS Group,150-500人,C轮,海淀区,算法专家,3-5年,硕士,30k-50k,"专家级,技术说了算"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,移动端图像算法工程师,3-5年,硕士,25k-50k,六险一金，高薪期权，弹性工作，免费三餐
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,3D视觉算法专家,3-5年,硕士,30k-55k,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，职业大牛，团队氛围好
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,自然语言处理/机器学习算法工程师,3-5年,硕士,25k-50k,一线互联网技术背景+全年最高19薪+不打卡
达疆网络科技（上海）有限公司,达达-京东到家,2000人以上,D轮及以上,大兴区,算法工程师,3-5年,硕士,25k-40k,京东到家、O2O电商、极客文化
北京善义善美科技有限公司,人人车,2000人以上,D轮及以上,朝阳区,高级算法工程师,3-5年,硕士,25k-50k,"团队氛围好,技术牛"
上海倾听信息技术有限公司,蜻蜓FM,150-500人,D轮及以上,朝阳区,算法工程师（北京）,不限,硕士,30k-60k,弹性工作
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,数据算法工程师,1-3年,硕士,25k-40k,"上市公司,股票期权,自助午餐,企业滴滴"
一点网聚科技有限公司,一点资讯,500-2000人,D轮及以上,朝阳区,算法工程师-用户画像,3-5年,硕士,25k-40k,"靠谱团队,快速成长,大平台"
北京善义善美科技有限公司,人人车,2000人以上,D轮及以上,朝阳区,算法-数据挖掘,3-5年,硕士,35k-70k,年底双薪 弹性办公 技术大牛
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,算法工程师,3-5年,硕士,30k-50k,"硅谷IT,技术大牛,快速成长,DAU过亿"
上海倾听信息技术有限公司,蜻蜓FM,150-500人,D轮及以上,朝阳区,算法专家（北京）,不限,硕士,30k-60k,弹性工作
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,算法性能优化工程师,3-5年,硕士,30k-60k,"六险一金,弹性办公,租房补贴,学霸团队"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,视频算法工程师,不限,硕士,30k-50k,平台大
北京善义善美科技有限公司,人人车,2000人以上,D轮及以上,朝阳区,算法总监,3-5年,硕士,30k-60k,最大互联网汽车服务交易平台
行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,朝阳区,算法工程师（上海、北京）,1-3年,硕士,25k-50k,"成长空间大,年底多薪,包三餐,环境特别好"
行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,朝阳区,算法工程师(北京),1-3年,硕士,25k-50k,"算法,数据挖掘,NLP"
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,图像算法工程师,1-3年,硕士,25k-50k,"技术大牛集,股票期权,坏境赞,福利多多"
广州市百果园网络科技有限公司,Bigo,500-2000人,D轮及以上,海淀区,音频算法工程师（北京）,3-5年,硕士,25k-50k,"大牛同事,技术分享,技术深研,氛围超好"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,小象生鲜-算法工程师,3-5年,硕士,30k-50k,"技术大牛,上升空间,核心业务,靠谱团队"
北京善义善美科技有限公司,人人车,2000人以上,D轮及以上,朝阳区,算法科学家,3-5年,硕士,30k-50k,团队氛围好；技术牛
广州市百果园网络科技有限公司,Bigo,500-2000人,D轮及以上,海淀区,图形学算法工程师（北京）,3-5年,硕士,25k-50k,"大牛同事,技术分享,技术深研,氛围超好"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,视频编解码算法工程师,不限,硕士,30k-40k,"免费食堂,优秀团队,周末双休,年底双薪"
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,算法架构师,5-10年,硕士,40k-60k,"上市公司,股票期权,团队氛围好,自助午餐"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,闪购事业部-算法工程师,3-5年,硕士,30k-50k,技术大牛
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,数据算法工程师,3-5年,硕士,30k-60k,"牛人多,期权奖励,平台大"
广州市百果园网络科技有限公司,Bigo,500-2000人,D轮及以上,海淀区,网络传输算法工程师（北京）,3-5年,硕士,25k-50k,"大牛同事,技术分享,技术深研,氛围超好"
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,算法工程师（反欺诈方向）,3-5年,硕士,25k-40k,"上市公司,股票期权,自助午餐,团队氛围好"
北京蓝城兄弟信息技术有限公司,淡蓝网Blued,150-500人,D轮及以上,朝阳区,推荐／机器学习算法工程师,不限,硕士,25k-50k,"行业独角兽,快速发展,免费午餐,期权激励"
北京粉笔未来科技有限公司,猿辅导,500-2000人,D轮及以上,朝阳区,深度学习研究员-视觉算法工程师,不限,硕士,25k-50k,"高薪福利,精英牛人,年底双薪,年度旅游"
上海迈外迪网络科技有限公司,迈外迪,150-500人,D轮及以上,海淀区,高级图像算法工程师,3-5年,硕士,35k-70k,"办公地海淀,公司有前景,领导好,团队氛围好"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,算法工程师（Amazing新产品）,不限,硕士,30k-40k,算法
北京蓝城兄弟信息技术有限公司,淡蓝网Blued,150-500人,D轮及以上,朝阳区,图像／深度学习算法工程师,不限,硕士,25k-50k,"行业独角兽,快速发展,免费午餐,期权激励"
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,数据算法工程师（社交图谱方向）,3-5年,硕士,25k-40k,"上市公司,股票期权,自助午餐,团队专业"
上海迈外迪网络科技有限公司,迈外迪,150-500人,D轮及以上,海淀区,高级数据挖掘算法工程师,3-5年,硕士,35k-70k,"工作地海淀,公司有前景,领导是大牛,团队氛围好"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,零售事业部--算法工程师/专家,3-5年,硕士,40k-70k,核心业务 极客创新 弹性工作
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,资深算法研发工程师,3-5年,硕士,40k-50k,"大牛团队,期权激励,带薪年假,丰厚福利"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,无人车-控制算法,3-5年,硕士,25k-40k,技术大牛
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,零售-算法专家（工程）,3-5年,硕士,35k-65k,新业务发展潜力大
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,资深算法开发工程师/技术专家,3-5年,硕士,25k-50k,"免费班车,绩效奖金"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,三维人脸算法工程师J10344,3-5年,硕士,30k-50k,"技术大牛多,发展前景好"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,自动驾驶高精地图---点云算法,3-5年,硕士,25k-45k,技术大牛
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,美团零售-算法专家,5-10年,硕士,40k-70k,"新业务,成长空间大,团队氛围好"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,自动驾驶高精地图---点云算法-无人车,3-5年,博士,25k-45k,技术大牛
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,闪购事业部-算法专家-北京,5-10年,博士,35k-65k,技术大牛
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,广告算法工程师,3-5年,硕士,40k-50k,"丰厚待遇,大牛团队"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,美团零售——算法专家（工程）,5-10年,硕士,40k-70k,"新业务,成长空间大,团队氛围好"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,广告算法研发工程师,3-5年,硕士,35k-45k,高薪待遇
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,零售事业部-算法专家,3-5年,硕士,45k-65k,新业务发展潜力大
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,算法资深/专家,5-10年,硕士,40k-70k,"技术氛围,发展平台,牛人聚集,加班补贴"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,小游戏高级算法工程师,1-3年,硕士,30k-50k,"扁平,硅谷,核心团队,好玩的"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,AI应用_对话系统算法工程师,3-5年,硕士,30k-50k,"大牛云集,前沿技术,人工智能"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,高级算法工程师（广告方向）,3-5年,硕士,35k-45k,高薪待遇
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,音频算法工程师J10303,3-5年,硕士,30k-50k,"平台空间大,发展前景好,薪酬福利优"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,运筹优化算法工程师/专家,3-5年,硕士,30k-50k,"挑战性,福利赞,待遇高,尊重"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,视觉算法工程师-无人机,3-5年,博士,25k-45k,技术大牛
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,飞控算法工程师-无人机,3-5年,博士,25k-45k,无人配送部
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,推荐算法工程师,1-3年,硕士,30k-50k,"技术牛人,扁平化管理,硅谷 IT,超赞的福利"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,建图与定位资深算法专家-无人车,5-10年,硕士,35k-65k,技术大牛
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,高级推荐算法工程师,3-5年,硕士,35k-45k,"高薪,期权"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,AI应用_NLP/NLU算法专家_对话方向,5-10年,硕士,30k-54k,"大牛云集,前沿技术,人工智能"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,高精地图算法专家-无人车,5-10年,硕士,35k-65k,技术大牛
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,规划控制算法专家-无人车,5-10年,博士,35k-65k,技术大牛
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,策略算法研究员,3-5年,硕士,40k-70k,"空间大,晋升快,薪资待遇好,团队大牛多"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,视觉算法工程师,1-3年,硕士,25k-50k,"餐补,班车,股票期权,年终奖"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,用户推荐算法工程师,1-3年,硕士,30k-50k,"技术大牛,核心业务线,硅谷文化,技术驱动"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,AR算法工程师,不限,硕士,30k-50k,"团队大牛多,成长空间大,免费中晚餐"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,AI应用_知识图谱算法工程师,5-10年,硕士,30k-42k,"大牛云集,前沿技术,人工智能"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,推荐算法工程师,1-3年,硕士,25k-50k,"年终奖,餐补,股票期权,班车"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,图像算法工程师J10045,不限,硕士,30k-50k,"技术大牛多,工作氛围好,发展前景优"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,无人配送部-自动驾驶高精地图（点云算法）,3-5年,硕士,35k-70k,自动驾驶，大落地场景，牛人云集
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,计算机视觉算法工程师,3-5年,硕士,45k-55k,高薪待遇
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,计算机视觉算法工程师,3-5年,硕士,30k-60k,"OCR,人脸识别,图像识别,模式识别"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,推荐策略算法工程师,1-3年,硕士,30k-50k,"技术驱动,快速成长,核心业务,技术前沿"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,视频图像算法工程师,3-5年,硕士,30k-50k,"平台好,发展优,大牛多"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,图像算法工程师,1-3年,硕士,25k-40k,"年终奖,餐补,班车,股票期权"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,策略算法高级专家,10年以上,硕士,40k-80k,"发展空间大,技术氛围好,重点项目"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,图像算法工程师（Y-lab）,不限,硕士,30k-50k,平台大
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,资深深度学习算法工程师,5-10年,硕士,30k-50k,"大平台,技术氛围好,团队氛围好,年终多薪"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,NLP算法工程师,3-5年,硕士,30k-60k,"AI产品,人机对话,大公司背景,精英团队"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,机器学习算法专家,3-5年,硕士,40k-70k,核心项目
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,计算机视觉算法-无人车/机器人,5-10年,硕士,25k-45k,技术大牛
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,无人驾驶感知定位算法研究员/专家,3-5年,硕士,25k-45k,技术大牛；免费班车
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,NLP 算法工程师（辅助创作）,不限,硕士,25k-50k,从 0-1 的产品、团队氛围 Nice
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,视频内容理解算法专家J10180,3-5年,硕士,35k-70k,"平台空间大,技术大牛多,薪资福利优"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,NLP算法工程师,3-5年,硕士,25k-50k,"大牛如云,福利好"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,自然语言算法工程师,3-5年,硕士,30k-60k,"知识图谱,智能问答,自然语言处"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,机器学习算法工程师（AI音乐）J10298,3-5年,硕士,30k-50k,"平台空间大,发展前景好,薪酬福利优"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,机器学习算法-智能通知栏,3-5年,硕士,28k-40k,"重点业务,发展空间"
