公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
上海倾听信息技术有限公司,蜻蜓FM,150-500人,D轮及以上,朝阳区,大数据开发工程师（北京）,不限,硕士,25k-50k,弹性工作
北京易顺百顺科技有限公司,易顺百顺,150-500人,不需要融资,朝阳区,大数据运维工程师,1-3年,本科,18k-35k,"大平台,17薪,福利待遇优,交补饭补"
北京金风科创风电设备有限公司,金风科技,2000人以上,上市公司,大兴区,大数据开发工程师,3-5年,本科,18k-35k,"带薪年假,节日福利,餐补,五险一金"
互动峰科技(北京)有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,大数据工程师,不限,本科,25k-40k,"发展机会多,空间大,六险一金,晋升空间大"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,大数据工程师,3-5年,本科,25k-50k,"大牛云集,极客创新,核心业务,靠谱团队"
中体彩科技发展有限公司,中体彩科技发展有限公司,150-500人,不需要融资,朝阳区,大数据开发工程师,5-10年,本科,20k-30k,公益行业，弹性工作，活动丰富，临近地铁
观脉科技（北京）有限公司,观脉科技,50-150人,A轮,东城区,大数据研发工程师,不限,本科,10k-20k,"五险一金,弹性工作,福利好,领导好"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,大数据开发工程师-无人车,3-5年,本科,25k-40k,"自动驾驶,行业大牛"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,大数据开发工程师,3-5年,本科,15k-30k,发展空间大 薪资待遇高
北京首金中小微企业金融服务有限公司,首金网,50-150人,未融资,海淀区,大数据开发工程师,3-5年,本科,20k-40k,"国资背景,五险一金"
北京掌众科技有限公司,掌众金服,500-2000人,B轮,海淀区,大数据开发工程师,3-5年,本科,15k-30k,我们是心在一起的团队，我们能创造未来
快看世界（北京）科技有限公司,快看漫画,150-500人,D轮及以上,朝阳区,大数据--资深开发工程师,3-5年,本科,30k-50k,"良好的平台,发展空间"
北京中铁信科技有限公司,北京中铁信,150-500人,不需要融资,海淀区,大数据开发工程师,3-5年,本科,12k-24k,前景好，平台广阔，福利完善
北京世纪高通科技有限公司,世纪高通,150-500人,上市公司,西城区,大数据开发工程师,1-3年,本科,8k-15k,福利好、氛围好、发展好、待遇好、17薪
北京闪送科技有限公司,闪送,150-500人,C轮,海淀区,大数据研发工程师,3-5年,本科,20k-40k,"晋升多,发展快,机会多"
北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,上市公司,海淀区,大数据工程师,3-5年,本科,10k-20k,"大平台,氛围好"
北京木瓜移动科技有限公司,木瓜移动,150-500人,B轮,海淀区,大数据开发工程师,1-3年,本科,10k-20k,"发展前景好,全球业务,五险一金,年终奖金"
北京泰迪熊移动科技有限公司,泰迪熊,150-500人,C轮,朝阳区,大数据开发工程师,3-5年,本科,18k-35k,"弹性工作,超长年假,股票期权,16薪"
飞维美地信息技术（北京）有限公司,FreeWheel,500-2000人,上市公司,朝阳区,大数据开发工程师,3-5年,本科,30k-40k,"大牛聚集,美国轮岗,全员持股,硅谷文化"
北京新流万联网络技术有限公司,新流万联NGAA,50-150人,未融资,朝阳区,大数据开发工程师,3-5年,本科,15k-20k,"研发氛围佳,快速发展期,薪酬福利好"
大鱼快乐有限公司,阿里文娱,2000人以上,上市公司,朝阳区,优酷-大数据开发工程师-播放服务,3-5年,本科,16k-30k,"平台大,大牛多,薪酬福利,学习机会"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,策略算法工程师-大数据(J11492),3-5年,本科,25k-50k,15薪、期权、六险一金、体检
上海一起作业信息科技有限公司,一起科技,500-2000人,D轮及以上,朝阳区,大数据开发工程师(k),3-5年,本科,20k-40k,教育大数据
北京田米科技有限公司,田米科技,2000人以上,D轮及以上,海淀区,大数据开发工程师,3-5年,本科,25k-50k,"发展空间,待遇优厚,环境好"
北京高思博乐教育科技股份有限公司,高思教育集团,2000人以上,上市公司,海淀区,高级大数据工程师,3-5年,本科,25k-50k,"平台前景好,薪资福利好"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,大数据--算法研究员,3-5年,本科,30k-60k,跟世界大牛一起做同事
任子行网络技术股份有限公司,任子行,500-2000人,上市公司,海淀区,大数据开发工程师（网安）-北京,1-3年,本科,10k-18k,办公环境好
厦门市云客网络科技有限公司,厦门市云客网络科技有限公司,50-150人,天使轮,朝阳区,大数据开发工程师,3-5年,本科,25k-40k,五险一金
北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,上市公司,海淀区,大数据工程师,3-5年,本科,10k-20k,"大平台,氛围好"
北京开天创世科技有限公司,开天创世,150-500人,D轮及以上,朝阳区,大数据开发工程师,1-3年,本科,20k-30k,"五险一金,节日礼物,健身房,扁平管理"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,资深大数据开发工程师,3-5年,本科,30k-60k,"大数据,spark,hive,hbase"
北京一览科技有限公司,一览科技,150-500人,B轮,朝阳区,大数据开发工程师,1-3年,本科,18k-36k,技术大牛、发展空间大
炫一下（北京）科技有限公司,一下科技,500-2000人,D轮及以上,朝阳区,大数据开发工程师,3-5年,本科,20k-35k,"大平台,矩阵发展"
北京百乘科技有限公司,百乘金控,500-2000人,上市公司,朝阳区,大数据开发工程师,3-5年,本科,18k-35k,"成长空间,技术大牛,发展前景"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,大数据运维工程师,不限,本科,10k-20k,"六险一金,扁平化管理"
武汉文网亿联科技有限公司,文网亿联,150-500人,A轮,朝阳区,大数据运维工程师,3-5年,本科,8k-15k,"弹性工作制,五险一金,年底双薪,团队实力强"
北京三快科技有限公司徐州分公司,美团点评,2000人以上,D轮及以上,朝阳区,大数据开发工程师/架构师,3-5年,本科,35k-45k,"丰厚福利,大牛团队"
上海一起作业信息科技有限公司,一起科技,500-2000人,D轮及以上,朝阳区,大数据工程师(OTO),1-3年,本科,20k-40k,核心团队
北京猎户星空科技有限公司,猎户星空,150-500人,A轮,朝阳区,大数据开发工程师,3-5年,本科,20k-35k,"快速成长,绩效奖金,午餐补助,弹性化"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,资深大数据研发工程师,5-10年,本科,20k-30k,"大数据行业,上市公司,重视技术,福利待遇好"
京东金融,京东金融,2000人以上,上市公司,大兴区,大数据运维工程师,3-5年,本科,18k-35k,"班车,餐补"
北京谛纵国际管理咨询有限公司,谛纵国际,50-150人,未融资,昌平区,大数据工程师,1-3年,大专,4k-7k,大数据独角
上海凭安征信服务有限公司,凭安信用,50-150人,A轮,海淀区,大数据研发工程师,1-3年,本科,15k-22k,"弹性工作制,商业保险,餐补房补,丰厚期权"
一点网聚科技有限公司,一点资讯,500-2000人,D轮及以上,朝阳区,大数据开发工程师/数据仓库开发工程师qq,1-3年,本科,15k-30k,"弹性工作,工作氛围好,七险一金,团队大牛多"
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,大数据开发工程师,3-5年,本科,20k-30k,"发展前景好,上市公司"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,大数据工程师（数据处理）,3-5年,本科,30k-45k,"重点业务,发展空间,初创阶段"
北京国脉时空大数据科技有限公司,北京国脉时空大数据科技有限公司,15-50人,不需要融资,西城区,大数据高级工程师,3-5年,本科,20k-25k,"行业前景好,平台好,福利待遇优,五险一金"
中信百信银行股份有限公司,百信银行,150-500人,不需要融资,朝阳区,大数据开发工程师,3-5年,本科,20k-40k,"平台好,福利佳,成长快,高挑战"
北京明略软件系统有限公司,明略数据,150-500人,C轮,海淀区,大数据实施工程师--技术中心,1-3年,本科,14k-18k,"六险一金,年终多薪,定期团建,定期团建"
北京时尚人家网络科技有限公司,到家美食会,2000人以上,不需要融资,朝阳区,大数据研发工程师,3-5年,本科,20k-35k,"年终奖励,健身俱乐部,多次调薪,提升空间"
中企动力科技股份有限公司,中企动力,2000人以上,上市公司,大兴区,大数据开发工程师,3-5年,大专,20k-35k,"核心产品,五险一金,班车,食堂"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,Java/大数据开发工程师,3-5年,本科,20k-40k,"平台大,发展好"
北京牛电科技有限责任公司,小牛电动车,150-500人,A轮,朝阳区,大数据开发工程师,5-10年,本科,20k-32k,发展空间大
北京转转精神科技有限责任公司,转转,500-2000人,A轮,海淀区,高级大数据开发工程师,3-5年,本科,25k-50k,"季度奖,年终奖,六险一金,核心部门"
北京蓝汛通信技术有限责任公司,北京蓝汛,150-500人,上市公司,朝阳区,大数据开发工程师,5-10年,本科,15k-20k,"绩效奖金,带薪年假,五险一金,节日福利"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,大数据运维工程师,3-5年,本科,16k-32k,"三餐免费,14薪,不定期活动"
北京亿玛创新网络科技有限公司,亿玛在线-互联网营销领航者,500-2000人,上市公司,朝阳区,大数据运维工程师,5-10年,本科,15k-30k,"六险一金,带薪休假,餐补,团建活动"
途家网网络技术（北京）有限公司,途家网,500-2000人,D轮及以上,朝阳区,海外事业部-大数据开发工程师J10270,1-3年,本科,15k-30k,"五险一金,弹性上班,交通补助"
一点网聚科技有限公司,一点资讯,500-2000人,D轮及以上,朝阳区,大数据开发工程师,应届毕业生,硕士,10k-15k,五险一金、团队优秀、晋升空间大
北京真格天成投资管理有限公司,真格基金,50-150人,不需要融资,海淀区,大数据开发工程师-真格基金投资合作公司,1-3年,本科,15k-25k,"薪资高,福利好"
联通时科（北京）信息技术有限公司,联通时科,150-500人,不需要融资,海淀区,大数据研发工程师,不限,本科,10k-20k,"六险二金,企业年金,下午果茶"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级策略算法工程师-大数据(J12031),1-3年,硕士,20k-40k,五险一金
北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,上市公司,海淀区,搜狐-社交产品中心-大数据工程师,3-5年,本科,15k-30k,六险一金
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,大数据部-用户画像专家/资深专家-北京-02760,5-10年,硕士,50k-70k,发展平台好
北京多格科技有限公司,懂球帝,150-500人,C轮,海淀区,大数据开发工程师,1-3年,本科,15k-30k,"七险一金,年底长假,带薪年假,任性团建"
中企动力科技股份有限公司,中企动力,2000人以上,上市公司,大兴区,大数据开发工程师,3-5年,本科,20k-35k,高效团队 动力大学 五险一金 班车福利
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,大数据开发工程师,3-5年,本科,20k-30k,"数据增长快,核心业务,团队氛围好,六险一金"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,大数据开发工程师,3-5年,本科,15k-30k,六险一金、弹性工作、奖金丰厚、技术牛人多
北京开拓天际科技有限公司,开拓天际,50-150人,A轮,海淀区,大数据开发工程师,3-5年,本科,15k-25k,"期权激励,绩效奖金,交通便利,福利多多"
北京奇虎三六零投资管理有限公司,360金融,150-500人,不需要融资,朝阳区,大数据开发工程师,3-5年,本科,18k-30k,"大数据挑战,福利好,平台好"
北京贷鱼科技有限公司,贷鱼科技,50-150人,不需要融资,朝阳区,大数据开发工程师,3-5年,本科,15k-30k,"五险一金,交通补助,通讯补助,节假日福利"
中企动力科技股份有限公司,中企动力,2000人以上,上市公司,大兴区,大数据研发工程师,3-5年,大专,20k-35k,五险一金 高效团队 班车福利 员工食堂
人人行科技有限公司,人人行(借贷宝),2000人以上,C轮,朝阳区,大数据开发工程师,3-5年,本科,15k-30k,"九鼎集团,福利完善,团队大咖"
华风象辑（北京）气象科技有限公司,象辑科技,50-150人,B轮,海淀区,大数据高级开发工程师,3-5年,本科,25k-30k,"扁平化管理,13薪,福利好,晋升空间大"
快看世界（北京）科技有限公司,快看漫画,150-500人,D轮及以上,朝阳区,大数据--高级开发工程师,1-3年,本科,20k-40k,"良好的发展,开放的平台"
北京联想金服科技有限公司,北京联想金服科技有限公司,50-150人,不需要融资,海淀区,大数据工程师,3-5年,本科,15k-25k,"弹性工作制,核心业务,领导好,各种补助"
光合新知（北京）科技有限公司,洋葱数学,150-500人,C轮,朝阳区,高级大数据开发工程师,3-5年,本科,20k-40k,"免费早午餐,15天年假,早晚班车,发展空间大"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,大数据工程师-无人车,3-5年,本科,25k-35k,技术大牛
北京本来工坊科技有限公司,本来生活网,2000人以上,C轮,朝阳区,大数据工程师(高级),5-10年,本科,20k-35k,"好赛道,创业氛围,成长快,激励多"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,大数据研发工程师-产品运营方向,1-3年,本科,20k-40k,六险一金，弹性工作，免费三餐，租房补贴，休闲下午茶
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,,【滴滴招聘】PHP开发工程师--大数据,3-5年,本科,20k-40k,期权激励，六险一金，靠谱团队，各种MM
北京金山网络科技有限公司,猎豹移动,500-2000人,上市公司,朝阳区,大数据开发工程师,1-3年,本科,15k-25k,"班车,环境好,弹性工作"
北京好赞移动科技有限公司,nice,50-150人,C轮,朝阳区,大数据研发工程师,3-5年,本科,30k-40k,"发展空间,技术提升,知识面"
北京捷越普惠信息咨询有限公司,捷越普惠,150-500人,不需要融资,朝阳区,大数据开发工程师,5-10年,本科,20k-35k,"hive,spark,大数据,多线程并发"
一点网聚科技有限公司,一点资讯,500-2000人,D轮及以上,朝阳区,大数据开发工程师,应届毕业生,本科,20k-40k,免费班车、发展空间、年终多薪
北京趣加科技有限公司,FunPlus 趣加游戏,150-500人,B轮,海淀区,大数据开发工程师,3-5年,本科,20k-35k,"国际团队,一线技术,十天年假,爱心早餐"
北京东方国信科技股份有限公司,东方国信,2000人以上,上市公司,朝阳区,大数据开发工程师（LT30zst）,1-3年,本科,6k-12k,"十三薪,年终奖,节日福利,节日礼品"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,大数据工程师,1-3年,本科,20k-40k,"大平台,技术大牛,超高福利"
捷众普惠国际融资租赁有限公司,花生好车,500-2000人,B轮,东城区,大数据工程师,3-5年,本科,15k-30k,"五险一金,法定节假日,大平台,发展前景好"
北京商询科技有限公司,商询科技,50-150人,A轮,朝阳区,Java/大数据,5-10年,本科,20k-35k,"零食,地铁附近"
北京睦合达信息技术股份有限公司,睦合达,50-150人,D轮及以上,朝阳区,中级大数据工程师,3-5年,本科,15k-25k,"扁平,上市公司"
奇虎360科技有限公司,360,2000人以上,上市公司,朝阳区,大数据开发工程师,3-5年,本科,15k-25k,平台大发展好，福利健全
北京易观网络信息咨询有限公司,易观,150-500人,B轮,朝阳区,高级大数据开发工程师,5-10年,本科,25k-40k,互联网大数据领先品牌 六险一金 弹性工作
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,大数据--算法研究员,3-5年,本科,20k-40k,期权激励，六险一金，BAT团队，福利最全
京东金融,京东金融,2000人以上,上市公司,大兴区,高级产品设计师-大数据方向05220954,5-10年,本科,15k-30k,"班车,餐补"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,大数据开发工程师,3-5年,本科,13k-25k,"行业top,成长空间大,六险一金,团队氛围好"
中企动力科技股份有限公司,中企动力,2000人以上,上市公司,大兴区,大数据开发工程师-Spark,5-10年,本科,18k-35k,高效团队 动力大学 五险一金 生日福利
灵思云途营销顾问股份有限公司,灵思云途,500-2000人,上市公司,朝阳区,大数据开发工程师,3-5年,本科,15k-30k,"弹性工作,电影创新,发展空间大,氛围融洽"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,大数据工程师-小米金融,1-3年,本科,18k-30k,核心团队
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,大数据-数据产品经理-北京-02824,3-5年,本科,20k-40k,"大数据产品,海量数据,团队融洽"
北京健康有益科技有限公司,健康有益,50-150人,A轮,朝阳区,高级大数据开发工程师,5-10年,本科,20k-40k,"行业前景,公司发展,个人成长,技术氛围"
中益善源（北京）科技有限公司,中益善源,50-150人,不需要融资,朝阳区,大数据开发工程师,3-5年,本科,15k-25k,"五险一金,弹性工作,餐费补助,补充医疗"
北京数猎天下科技有限公司,DataHunter,50-150人,A轮,海淀区,高级大数据工程师,5-10年,本科,23k-46k,"五道口,数据可视化,技术大牛,期权奖励"
人人行科技有限公司,人人行(借贷宝),2000人以上,C轮,昌平区,ETL/数据仓库/大数据,1-3年,本科,18k-36k,"大数据平台,千万级用户,高并发系统,技术"
杭州玳数科技有限公司,袋鼠云,50-150人,A轮,朝阳区,大数据开发工程师（北京）,3-5年,本科,20k-30k,"阿里系创业,云计算生态,数据智能,周末双休"
唯品会（中国）有限公司,唯品会,2000人以上,上市公司,朝阳区,大数据开发工程师,5-10年,本科,25k-30k,"六险一金,大牛团队,上市公司,带薪年假"
大连金易桔子科技有限公司,金易桔子,150-500人,不需要融资,朝阳区,大数据开发工程师,3-5年,本科,25k-35k,"大数据,spark,Strea"
北京车之家信息技术有限公司,汽车之家,2000人以上,上市公司,海淀区,大数据/AI高级产品经理,3-5年,本科,20k-30k,"发展空间大,福利待遇好"
上海花千树信息科技有限公司北京分公司,世纪佳缘,500-2000人,上市公司,朝阳区,大数据工程师,1-3年,本科,8k-16k,五险一金、补充医疗、成熟团队、上升空间
北京贝斯平云科技有限公司,Bespin,50-150人,A轮,朝阳区,解决方案架构师-大数据方向,3-5年,本科,18k-30k,"五险一金,补充医疗,位置便利,成长空间"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,大数据资深开发工程师,3-5年,本科,20k-30k,大数据上市公司 薪资福利好
北京东方国信科技股份有限公司,东方国信,2000人以上,上市公司,朝阳区,大数据工程师（LT5sk）,1-3年,本科,4k-8k,"十三薪,年终奖,六险一金,节日福利"
北京一手科技有限公司,一手科技,150-500人,B轮,朝阳区,大数据系统开发工程师,3-5年,硕士,20k-30k,"五险一金,期权激励,海外团队,带薪年假"
上海赛连信息科技有限公司,小鱼易连,150-500人,B轮,朝阳区,大数据开发工程师-北京,3-5年,本科,15k-25k,"五险一金,年底双薪,餐饮补贴,弹性工作"
北京公瑾科技有限公司,公瑾科技,500-2000人,B轮,海淀区,大数据开发工程师,1-3年,本科,15k-30k,"六险一金,股票期权,年底奖金,弹性工作"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,大数据开发工程师,3-5年,本科,25k-50k,"平台大,前景好,福利高,待遇好"
凡普金科集团有限公司,凡普金科,2000人以上,不需要融资,东城区,大数据开发工程师,3-5年,本科,25K-40K,五险一金 下午茶 弹性工作时间
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,资深大数据开发工程师-工程方向,5-10年,本科,30k-60k,"竞争力薪酬,高福利,发展快,平台大"
中青信用管理有限公司,中青信用,50-150人,不需要融资,海淀区,大数据开发工程师,5-10年,本科,20k-30k,"五险一金,清华紫光,征信大数据,福利津贴"
北京泰迪熊移动科技有限公司,泰迪熊,150-500人,C轮,朝阳区,大数据研发工程师,1-3年,本科,15k-30k,"弹性打卡,16薪,技术提升"
中国电信集团系统集成有限责任公司,中国电信系统集成公司,500-2000人,上市公司,西城区,大数据开发工程师,1-3年,本科,10k-20k,"央企,五险一金,大平台,前景广阔"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,资深大数据开发工程师,5-10年,本科,25K-50K,发展空间大 期权奖励
中科点击（北京）科技有限公司,中科点击,150-500人,A轮,海淀区,大数据开发工程师,3-5年,本科,10k-20k,"五险一金,扁平管理,全勤奖,节日福利"
新浪网技术（中国）有限公司,新浪网,2000人以上,上市公司,海淀区,大数据开发工程师（实时）,1-3年,本科,25k-50k,"平台大,牛人多,免费健身"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,大数据架构工程师-信息流广告方向,1-3年,本科,20k-40k,六险一金，弹性工作，免费三餐，租房补贴，
中国经济信息社有限公司,中国经济信息社有限公司,500-2000人,不需要融资,西城区,数据库管理及大数据开发工程师,1-3年,本科,20k-30k,"五险一金,带薪年假,补充医保,餐费补助"
上海花千树信息科技有限公司北京分公司,世纪佳缘,500-2000人,上市公司,朝阳区,大数据工程师,3-5年,本科,25k-30k,"五险一金,补充医疗险,餐补,周末双休"
北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,上市公司,海淀区,大数据开发工程师,3-5年,本科,20k-40k,六险一金，公司平台大
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,大数据研发工程师,3-5年,本科,20k-40k,大平台
唯品会（中国）有限公司,唯品会,2000人以上,上市公司,朝阳区,大数据工程师,5-10年,本科,20k-40k,"核心团队,不定时工作"
北京光年无限科技有限公司,图灵机器人,150-500人,B轮,海淀区,大数据开发,3-5年,本科,25k-50k,"行业发展,公司潜力,自由开放,氛围轻松"
中化石油有限公司,中化能源科技有限公司,2000人以上,不需要融资,海淀区,大数据研发工程师,5-10年,本科,20k-40k,"央企,团队专业,免费三餐,能源科技"
帅车（北京）旧机动车经纪有限公司,帅车有限公司,500-2000人,不需要融资,朝阳区,大数据开发工程师,3-5年,大专,20k-25k,"年底双薪,五险一金,周末双休,扁平管理"
途家网网络技术（北京）有限公司,途家网,500-2000人,D轮及以上,朝阳区,海外事业部-大数据开发工程师(J10270),3-5年,本科,15k-25k,"五险一金,弹性上班,交通补助"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,大数据开发工程师,3-5年,本科,20k-40k,"大平台,技术大咖,学习成长,晚餐饭补"
北京永信至诚科技股份有限公司,永信至诚,150-500人,B轮,海淀区,大数据开发工程师,1-3年,本科,10k-15k,六险一金
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,资深大数据研发工程师,5-10年,本科,20k-40k,团队管理 福利健全 技术氛围 晋升空间
北京精准沟通国际传媒广告有限公司,精准传媒,15-50人,上市公司,海淀区,大数据研发工程师,3-5年,本科,15k-25k,"弹性工作,半年调薪"
财富引擎（北京）科技有限公司,财富引擎,50-150人,A轮,海淀区,大数据工程师,不限,本科,12k-20k,"大牛带路,双休,团队氛围好"
北京汉迪移动互联网科技股份有限公司,iHandy,150-500人,不需要融资,海淀区,大数据开发工程师,3-5年,本科,25k-50k,"硅谷氛围,高手如云,零食水果,六险一金"
北京百家互联科技有限公司,跟谁学,500-2000人,A轮,海淀区,大数据工程师,1-3年,本科,10k-20k,"公司食堂,提供宿舍,带薪年假,六险一金"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,Java/大数据开发工程师,3-5年,本科,15k-30k,"发展好,平台大,机会多,待遇好"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,资深大数据开发工程师,5-10年,本科,20k-40k,上市公司、六险一金、弹性工作、奖金丰厚
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,大数据开发工程师,3-5年,本科,20k-40k,大平台
北京北大软件工程股份有限公司,北大软件,500-2000人,未融资,海淀区,大数据工程师,1-3年,本科,10k-20k,五险一金、高新技术企业
北京光年无限科技有限公司,图灵机器人,150-500人,B轮,海淀区,大数据开发,3-5年,本科,25k-50k,"扁平化,发展潜力大,成长速度快,AI独角兽"
苏州思必驰信息科技有限公司,思必驰科技,150-500人,C轮,海淀区,系统架构平台开发工程师-大数据,3-5年,本科,20k-40k,新筹建，原阿里iDST语音负责人初敏带队
北京全时叁陆伍连锁便利店有限公司,全时便利,500-2000人,不需要融资,朝阳区,大数据开发工程师,3-5年,本科,15k-25k,"五险一金,带薪年假,平台稳定"
北京天谕科技有限公司,天谕科技,少于15人,天使轮,东城区,大数据开发工程师,3-5年,不限,15k-30k,"快速成长,弹性工作,工程师文化"
凡普金科集团有限公司,凡普金科,2000人以上,不需要融资,东城区,大数据工程师,3-5年,本科,25k-35k,"六险一金,数据驱动,敏捷开发,行业风口"
北京缤歌网络科技有限公司,缤果盒子,500-2000人,B轮,朝阳区,大数据/数据仓库研发工程师,3-5年,本科,25k-40k,"人工智能,新零售,领导赞,全国交流"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,大数据架构工程师,1-3年,本科,15k-30k,免费午晚餐
会找房（北京）网络技术有限公司,会分期,150-500人,C轮,海淀区,大数据高级开发工程师,3-5年,本科,25k-35k,"c轮融资,互联网租赁,市场第一,上市公司"
北京得力助手信息技术有限公司,北京得力助手信息技术有限公司,50-150人,未融资,海淀区,大数据开发工程师,3-5年,本科,15k-25k,"storm,storm"
爱笔（北京）智能科技有限公司,Aibee,50-150人,天使轮,海淀区,大数据工程师,1-3年,本科,30k-60k,"股权激励,顶级团队"
链家网（北京）科技有限公司,贝壳找房,2000人以上,C轮,海淀区,大数据研发工程师,3-5年,本科,20k-40k,"七险一金,包三餐,年终奖,BAT大牛"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,大数据部-数据架构师,5-10年,本科,35k-70k,"上市公司,大牛团队,福利优厚,晋升空间大"
北京麒麟心通网络技术有限公司,trustdata,15-50人,A轮,朝阳区,大数据开发工程师,1-3年,博士,15k-20k,"晋升快,福利多,技术新,积极向上"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,大数据工程师,不限,本科,15k-30k,高薪
北京闪送科技有限公司,闪送,150-500人,C轮,海淀区,大数据运维工程师,5-10年,大专,25k-45k,"晋升空间大,扁平化管理,弹性工作制"
北京有路前行科技发展有限公司,有路网,50-150人,A轮,朝阳区,大数据开发工程师,3-5年,本科,10k-20k,"国际化,晋升快,扁平化,地铁周边"
北京数猎天下科技有限公司,DataHunter,50-150人,A轮,海淀区,大数据,5-10年,本科,22k-41k,"五道口,技术大牛,数据可视化,下午茶"
随行付支付有限公司,随行付支付有限公司,500-2000人,上市公司,石景山区,大数据高级开发工程师,3-5年,本科,15k-25k,"六险一金,免费班车,发展前景好,技术大牛"
天驰传媒股份有限公司,天驰传媒,50-150人,不需要融资,朝阳区,大数据工程师,3-5年,本科,16k-32k,大数据工程
海尔集团电子商务有限公司,海尔商城,2000人以上,上市公司,海淀区,大数据工程师,5-10年,本科,14k-25k,"大数据,算法,海尔"
炫一下（北京）科技有限公司,一下科技,500-2000人,D轮及以上,朝阳区,大数据开发工程师,1-3年,本科,20k-40k,年终奖 下午茶 福利好
竞技世界（北京）网络技术有限公司,竞技世界,500-2000人,不需要融资,海淀区,大数据运维工程师,5-10年,本科,15k-30k,"过节费,年终奖金,年度旅游,健身房"
北京鑫互联科技有限公司,鑫互联科技,15-50人,不需要融资,朝阳区,大数据工程师,1-3年,本科,15k-25k,"五险一金,住房补贴,加班福利,节日福利"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,大数据开发师,1-3年,本科,25K-35K,一日三餐&nbsp;&nbsp;下午茶&nbsp;&nbsp;带薪休假&nbsp;&nbsp;&nbsp;
中国航天系统科学与工程研究院,航天十二院,50-150人,不需要融资,海淀区,大数据开发工程师,3-5年,本科,15K-25K,航天系统，学习机会，众多项目
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,大数据开发工程师,1-3年,本科,15k-30k,"发张好,平台大,机会多,待遇好"
中国华戎科技集团有限公司,CHRHC,150-500人,不需要融资,海淀区,大数据工程师,3-5年,本科,15k-30k,"五险一金,各类补贴,带薪年假,弹性工作"
宁波嘉德国际货运代理有限公司,嘉德,15-50人,未融资,西城区,大数据工程师,3-5年,本科,25K-35K,"薪资高,培训多"
云宝宝大数据产业发展有限责任公司,云宝宝,50-150人,不需要融资,海淀区,高级大数据工程师,3-5年,本科,10k-20k,"领导好,技术强,公司前景广"
