公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
极道科技（北京）有限公司,极道,15-50人,不需要融资,朝阳区,大数据开发工程师,3-5年,本科,15k-28k,"弹性工作,下午茶零食,定期团建"
中科天玑数据科技股份有限公司,中科天玑,150-500人,B轮,海淀区,大数据实施工程师,3-5年,本科,10k-20k,"福利好,发展空间大,团队氛围好,领导好"
南京苏宁软件技术有限公司,苏宁易购,2000人以上,上市公司,朝阳区,产品经理-大数据,3-5年,本科,15k-30k,500强
北京天泽智云科技有限公司,cyberinsight,50-150人,A轮,海淀区,大数据工程师,3-5年,本科,20k-35k,"弹性工作,五险一金,带薪年假,绩效奖金"
北京高思博乐教育科技股份有限公司,高思教育集团,2000人以上,上市公司,海淀区,Python工程师-大数据方向,3-5年,本科,15k-30k,"领导好,氛围好,成长快,平台广阔"
北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,上市公司,海淀区,集团商业部-大数据开发工程师,3-5年,本科,18k-35k,福利待遇优厚，集团平台大，团队气氛好
璧合科技股份有限公司,璧合科技股份有限公司,150-500人,上市公司,朝阳区,大数据开发工程师,3-5年,本科,20k-40k,"五险一金,年终奖,季度奖,员工体检"
奇虎360科技有限公司,360,2000人以上,上市公司,朝阳区,大数据架构工程师,3-5年,本科,15k-30k,"大平台,高福利"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,大数据开发工程师/专家,1-3年,本科,20k-40k,"海量数据,技术氛围好,发展空间大"
北京九五智驾信息技术股份有限公司,九五智驾,500-2000人,上市公司,海淀区,大数据开发工程师,1-3年,大专,10k-20k,"五险金足额,免费体检,绩效奖金,节日福利"
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,资深大数据研发工程师,5-10年,本科,20k-35k,六险一金、弹性工作、奖金丰厚、技术牛人多
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,大数据开发(高级/资深)工程师,不限,本科,25k-40k,"六险一金,高薪期权,晋升空间,职业大牛"
北京东方国信科技股份有限公司,东方国信,2000人以上,上市公司,朝阳区,大数据运维工程师（PZ1wyj）,1-3年,本科,8k-16k,"十三薪,年终奖,六险一金,节日福利"
凡普金科集团有限公司,凡普金科,2000人以上,不需要融资,东城区,FF业务线-高级大数据工程师,3-5年,本科,25k-40k,"六险一金,定期团建,垂直管理,补充医疗"
北京华樾教育科技有限公司,华樾教育,150-500人,不需要融资,海淀区,高级大数据开发工程师,3-5年,本科,20k-40k,"六险一金,年底双薪,弹性工作,免费健身卡"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,Docker/虚拟化研发工程师【大数据研发部】,3-5年,本科,35k-70k,"500强,餐补"
链家网（北京）科技有限公司,贝壳找房,2000人以上,C轮,海淀区,大数据研发工程师,1-3年,本科,20k-40k,"免费三餐,扁平管理,成长迅速,弹性工作"
北京多来点信息技术有限公司,哗啦啦,500-2000人,不需要融资,西城区,大数据工程师,1-3年,本科,15k-30k,"五险一金,年终奖金,带薪年假,节日福利"
奥琦玮信息科技（北京）有限公司,奥琦玮,150-500人,B轮,海淀区,大数据DBA工程师,3-5年,大专,13k-25k,"五险一金,交通补助,弹性工时"
北京四达时代软件技术股份有限公司,四达时代集团,2000人以上,上市公司,,大数据工程师,3-5年,本科,15k-25k,有竞争力的薪酬，广阔的发展空间
北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,上市公司,海淀区,集团商业部-大数据开发工程师,3-5年,本科,15k-30k,六险一金
北京国双科技有限公司,Gridsum 国双,500-2000人,上市公司,海淀区,高级大数据开发工程师,3-5年,本科,15k-30k,技术型公司 大数据 牛人多 发展前景好
炫一下（北京）科技有限公司,一下科技,500-2000人,D轮及以上,朝阳区,资深大数据工程师-一直播,3-5年,本科,25k-50k,年终奖 弹性工作
特斯联（北京）科技有限公司,特斯联,150-500人,B轮,朝阳区,大数据工程师,1-3年,本科,15k-30k,团队高效
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,大数据部-高级前端工程师,5-10年,本科,20k-40k,"纽交所上市,核心产研,免费晚餐,年轻团队"
大象慧云信息技术有限公司,大象慧云,150-500人,不需要融资,海淀区,大数据开发工程师,3-5年,本科,10k-20k,"六险一金,年度体检,绩效奖金,包早餐中餐"
北京伯智科技有限公司,伯智科技,15-50人,未融资,海淀区,大数据工程师,1-3年,本科,15k-25k,"大数据金融,互联网,创业"
北京中铁信科技有限公司,北京中铁信,150-500人,不需要融资,海淀区,大数据/云计算产品经理,1-3年,本科,11k-22k,前景好，平台广阔，福利完善
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,大数据算法工程师,5-10年,本科,20k-40k,"周末双休,五险一金,餐补,免费班车"
北京国谱科技有限公司,国谱科技,50-150人,不需要融资,海淀区,大数据开发工程师,3-5年,本科,25k-50k,"15薪,六险一金,各种补贴,c轮融资"
京东方科技集团股份有限公司,BOE,2000人以上,上市公司,大兴区,大数据开发工程师(J17147),3-5年,本科,12k-20k,"薪资福利高,公司平台大"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,大数据部-高级数据底层开发工程师/架构师,5-10年,本科,18k-36k,"纽交所上市,在线教育,核心产研,六险一金"
北京祝融视觉科技股份有限公司,北京祝融视觉科技股份有限公司,50-150人,上市公司,朝阳区,ELK大数据工程师,不限,不限,15k-22k,"五险一金,年终奖,餐补,旅游"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,大数据开发工程师,不限,本科,20k-40k,"期权激励,年底绩效,技术大牛,前沿科技"
上海阅文信息技术有限公司,阅文集团,500-2000人,上市公司,海淀区,大数据开发工程师-QQ阅读 【北京】,3-5年,本科,20k-30k,"福利好,待遇高,平台大"
蔷薇控股股份有限公司,蔷薇控股,150-500人,不需要融资,朝阳区,大数据研发,1-3年,本科,20k-40k,"股东背景强,多月年终奖,超额绩效,职位晋升"
鼎复数据科技（北京）有限公司,鼎复,150-500人,A轮,朝阳区,大数据运维工程师,3-5年,本科,25k-40k,"六险一金,高薪期权,饭补交通补,年底多薪"
贵阳货车帮科技有限公司,货车帮,2000人以上,B轮,朝阳区,大数据开发工程师,5-10年,本科,12k-20k,"员工福利,五险一金,弹性工作,员工旅游"
云南东巴文信息技术有限公司,东巴文,150-500人,不需要融资,海淀区,大数据工程师,3-5年,本科,15K-30K,工作环境良好，具有浓厚的团队氛围
京东商城,京东,2000人以上,上市公司,大兴区,大数据开发工程师,不限,本科,12k-24k,"大平台,福利多,有挑战"
中信百信银行股份有限公司,百信银行,150-500人,不需要融资,朝阳区,大数据开发,1-3年,本科,25k-45k,平台大 薪酬福利好 股期权激励
中咨数据有限公司,中咨数据,150-500人,不需要融资,海淀区,大数据工程师,1-3年,本科,13k-25k,"地铁周边,国企,正常工时"
东峡大通（北京）管理咨询有限公司,ofo,2000人以上,D轮及以上,海淀区,算法工程师/大数据研发工程师,3-5年,本科,20k-38k,"平台大,福利多,晋升空间大,团队氛围佳"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,大数据工程师,3-5年,本科,20k-40k,"核心业务,大牛云集"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,大数据开发工程师-（全球化增长）,不限,本科,20k-40k,"扁平化管理,技术导向"
北京互连众信科技有限公司,资产360,150-500人,B轮,朝阳区,高级大数据开发工程师,3-5年,本科,20k-30k,"不打卡,大咖多,临地铁"
掌阅科技股份有限公司,掌阅,500-2000人,上市公司,朝阳区,高级大数据开发工程师,3-5年,本科,25k-45k,"上市公司,丰富福利,数据驱动,开源技术"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,大数据部-数据开发架构师,3-5年,本科,25k-30k,"纽交所上市,核心产研,各种补助"
中信云网有限公司,中信云网,500-2000人,不需要融资,朝阳区,大数据-数据科学家,3-5年,本科,30k-60k,"薪酬,中信平台,五险一金,工作环境好"
北京汉迪移动互联网科技股份有限公司,iHandy,150-500人,不需要融资,海淀区,大数据系统开发工程师,1-3年,本科,20k-40k,"硅谷式办公,六险一金,弹性工作制,培训体系"
北京聚云位智信息科技有限公司,聚云位智,15-50人,A轮,朝阳区,大数据研发工程师,3-5年,本科,12k-24k,"带薪年假,五险一金,周末双休,弹性工作"
鼎复数据科技（北京）有限公司,鼎复,150-500人,A轮,朝阳区,大数据开发工程师,3-5年,本科,20k-40k,"六险一金,高薪期权,餐补交通补,奖金分红"
拼途（北京）信息技术有限公司,嘀嗒出行,150-500人,D轮及以上,朝阳区,大数据运维工程师,1-3年,本科,10k-15k,"好老板,多福利,优秀团队"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,资深Java工程师-大数据方向【大数据研发部】,3-5年,本科,35k-70k,"500强,加班餐,餐补"
互动峰科技(北京)有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,大数据工程师,不限,本科,20k-40k,"大公司,大平台,空间大,机会多"
北京思源置地投资有限公司,思源科技,2000人以上,不需要融资,朝阳区,大数据工程师（算法）,5-10年,本科,15k-30k,"独栋办公楼,交通便利"
中化石油有限公司,中化能源科技有限公司,2000人以上,不需要融资,海淀区,大数据算法工程师,3-5年,本科,40k-60k,"央企背景,免费午餐,弹性工作"
北京腾云天下科技有限公司,TalkingData,500-2000人,C轮,东城区,高级大数据工程师(J10142),5-10年,本科,25k-40k,"独角兽,大数据,机器学习"
北京普莱得尔管理咨询有限公司,北京普莱得尔,500-2000人,天使轮,昌平区,大数据工程师,3-5年,本科,20K-40K,关于团队 bat
北京百观科技有限公司,百观Lab,15-50人,A轮,东城区,大数据工程师,1-3年,本科,18k-25k,"超棒团队,福利待遇好,弹性工作制,高成长空间"
融慧金科金融服务外包（北京）有限公司,融慧金科,50-150人,A轮,朝阳区,高级大数据研发工程师,1-3年,本科,15k-30k,"带薪年假,五险一金,年终奖,加班补助"
北京国信安石科技有限责任公司,国信安石,50-150人,未融资,朝阳区,大数据工程师,3-5年,本科,10k-20k,"高薪,福利好,领导好,年轻团队"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,大数据研发工程师,3-5年,本科,18k-30k,"前景好,福利多"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,大数据开发(高级/资深)工程师,不限,本科,25k-40k,"六险一金,高薪期权,晋升空间,职业大牛"
北京醋溜网络科技股份有限公司,楚楚街,150-500人,C轮,海淀区,大数据研发工程师,应届毕业生,本科,12k-18k,"年底多薪,一日三餐,发展空间大"
上海阅文信息技术有限公司,阅文集团,500-2000人,上市公司,海淀区,大数据开发工程师【北京】,3-5年,本科,15k-30k,"上市公司,待遇优,福利多,学习平台大"
北京小唱科技有限公司,唱吧-时尚的手机KTV,150-500人,D轮及以上,朝阳区,大数据高级开发工程师-北京-00158,3-5年,本科,20k-40k,六险一金、用餐补贴、住房补贴
北京点众科技股份有限公司,点众科技,150-500人,上市公司,海淀区,大数据开发工程师,5-10年,本科,20k-30k,"年终奖,月度绩效,国外游,弹性工作"
互动峰科技(北京)有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,大数据工程师,不限,本科,20k-40k,"大公司,大平台,空间大,发展机会多"
北京田米科技有限公司,田米科技,2000人以上,D轮及以上,海淀区,大数据开发,不限,本科,25k-50k,"空间大,薪资高"
百度在线网络技术（北京）有限公司,百度公司,2000人以上,上市公司,海淀区,大数据研发工程师,1-3年,本科,20k-40k,"免费班车,免费水果"
北京世纪高通科技有限公司,世纪高通,150-500人,上市公司,海淀区,高级大数据开发工程师,3-5年,本科,15k-25k,"技术氛围好,管理扁平化,薪资福利全,发展前景好"
北京掌众科技有限公司,掌众金服,500-2000人,B轮,海淀区,大数据开发,3-5年,本科,15k-30k,"发展好,平台大,福利好"
互动峰科技(北京)有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,大数据工程师（18k-35k/月）,不限,本科,18k-35k,"大公司,大平台,机会多,空间大"
北京数介科技有限公司,北京数介科技有限公司,50-150人,A轮,西城区,大数据研发工程师（急）,3-5年,不限,15k-30k,"数据处理,Hadop,Java,一切齐全"
北京腾云天下科技有限公司,TalkingData,500-2000人,C轮,东城区,高级大数据工程师(J10142),5-10年,本科,30k-50k,"独角兽,技术成长,创新方向,数据科学"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,大数据开发(高级/资深)工程师,3-5年,本科,25k-45k,六险一金，高薪期权，弹性工作，免费三餐，租房补贴，扁平管理，职业大牛，晋升空间
北京柠檬微趣科技股份有限公司,柠檬微趣,50-150人,A轮,西城区,大数据开发工程师,应届毕业生,本科,15k-25k,"上市公司,平台好,福利待遇好,扁平管理"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,高级大数据开发工程师,5-10年,本科,20k-40k,"平台大,前景好,福利高,待遇好"
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,搜狗大数据-高级数据产品经理,3-5年,本科,20k-40k,处理百亿级数据量，打造大数据产品
北京天机数测数据科技有限公司,天机数据,50-150人,A轮,朝阳区,大数据研发工程师,3-5年,本科,20k-30k,"五险一金,商业保险,带薪年假,定期体检"
北京壹捌零广告有限公司,180,150-500人,未融资,朝阳区,大数据工程师,3-5年,本科,15k-30k,"带薪年假,弹性工时,年度体检,餐补车补"
北京数字联盟网络科技有限公司,数盟网络,50-150人,B轮,海淀区,大数据开发工程师,3-5年,本科,20k-30k,"地铁沿线,扁平管理,弹性工作,高额补贴"
上海晋景数据科技有限公司,上海晋景数据,少于15人,不需要融资,朝阳区,资深大数据开发工程师,3-5年,本科,15k-25k,"技术型公司,政府扶持"
武汉文网亿联科技有限公司,文网亿联,150-500人,A轮,朝阳区,大数据算法工程师,3-5年,本科,20k-40k,"弹性工作制,五险一金,年底双薪,团队实力强"
中兴软创科技股份有限公司,中兴软创,2000人以上,上市公司,海淀区,大数据开发工程师,3-5年,本科,12k-18k,"七险一金,福利好"
启迪云控（北京）科技有限公司,启迪云控,50-150人,不需要融资,海淀区,大数据开发工程师（数据存储方向）-北京-00016,3-5年,本科,25k-40k,五险一金 补充医疗 年度体检 午餐补助
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,资深大数据研发工程师,5-10年,本科,35k-50k,大牛团队; 上班不打卡；工作居住证
凯泰铭科技(北京)有限公司,凯泰铭,50-150人,天使轮,朝阳区,大数据开发工程师,3-5年,大专,25k-30k,"五险一金,带薪年休假,双休,绩效奖金"
北京闪送科技有限公司,闪送,150-500人,C轮,海淀区,大数据研发工程师（数据仓库）,3-5年,本科,20k-40k,"发展快,晋升多,成长多"
北京车之家信息技术有限公司,汽车之家,2000人以上,上市公司,海淀区,销售总监-大数据,3-5年,本科,20k-40k,"五险一金,薪酬多"
北京京东世纪贸易有限公司,京东商城,2000人以上,上市公司,大兴区,资深大数据开发工程师,3-5年,本科,25k-50k,"大平台,顶级教授,发展空间大,健身房"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,大数据开发工程师,3-5年,本科,25k-50k,"六险一金,餐补,班车,打车报销"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,大数据开发(高级/资深)工程师,不限,不限,25k-40k,"六险一金,高薪期权,晋升空间,职业大牛"
德联易控科技（北京）有限公司,CE,15-50人,A轮,朝阳区,大数据开发工程师,3-5年,大专,15k-22k,"大数据,德国技术"
北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,大数据开发工程师,3-5年,本科,25k-35k,"团队氛围好,学习空间,福利好"
北京戈惟达科技发展有限责任公司,Gweida,15-50人,不需要融资,昌平区,大数据工程师,不限,本科,40k-80k,"偶尔加班,高收入,无年龄限制"
北京腾云天下科技有限公司,TalkingData,500-2000人,C轮,东城区,大数据工程师J10023,3-5年,本科,15k-30k,"股票期权,弹性时间,水果早餐"
北京中天威科网络技术有限责任公司,孔明科技,150-500人,上市公司,朝阳区,高级研发工程师 （大数据方向）,3-5年,本科,20k-40k,优秀的开发团队；六险一金；团队旅游；
小船出海教育科技（北京）有限公司,作业帮,500-2000人,C轮,海淀区,大数据开发工程师,3-5年,本科,20k-40k,"14薪,房补,一日三餐,车补"
北京思源置地投资有限公司,思源科技,2000人以上,不需要融资,朝阳区,大数据开发工程师（数据处理/存储 ）,5-10年,本科,15k-30k,"独栋办公楼,交通便利"
中科天玑数据科技股份有限公司,中科天玑,150-500人,B轮,海淀区,大数据开发工程师,3-5年,本科,15k-25k,"待遇优厚,福利多多,人性化管理,平台好"
炫一下（北京）科技有限公司,一下科技,500-2000人,D轮及以上,朝阳区,大数据研发工程师,3-5年,本科,16k-30k,免费三餐 住房补助
